InstRating,Lectures,Duration,AvgRating,LastUpdated,Fee,Discount,cbrt_NumberRatings,cbrt_Enrollment,cbrt_Student,cbrt_Review,design,it_software,lifestyle,marketing,personal_development,programming
4.4,134.0,20.216666666666665,4.5,3.0,23.99,88.0,10.105548694417122,18.672121421734563,31.251509260440415,11.868944280799884,0,1,0,0,0,0
3.9,9.0,0.5,4.3,5.0,17.99,88.0,8.874809888144785,19.834467055373835,52.77703891445369,17.605619761866738,0,0,0,0,0,0
4.5,50.0,3.7666666666666666,4.5,4.0,16.99,86.0,11.339289449053858,22.054959009282662,67.249312467923,38.537378664253964,0,0,0,0,0,1
4.5,14.0,1.9166666666666663,4.6,5.0,16.99,90.0,17.856889901178665,35.1049908623547,59.95422434463022,28.34231164906047,0,0,0,0,0,0
4.5,76.0,5.933333333333334,4.6,4.0,19.99,88.0,12.267156302656659,34.21262372690405,53.592845447366294,20.862288626612205,1,0,0,0,0,0
4.6,52.0,6.283333333333333,4.4,3.0,19.99,66.0,15.094221726673503,25.9421792012907,125.54824787858878,86.75635357241855,0,0,0,0,0,1
4.6,431.0,45.78333333333333,4.6,5.0,19.99,78.0,9.809736263048034,17.54843723824829,54.35657939474668,29.073929485314235,0,0,0,0,0,0
4.5,76.0,3.2,4.6,4.0,20.99,85.0,9.665609608287658,25.293083977737652,59.95570805250932,28.34231164906047,0,0,0,0,0,0
4.7,48.0,7.033333333333333,4.7,3.0,16.99,87.0,28.508154022664012,42.34355399708659,83.46796194008849,58.54120845516041,0,0,0,0,0,1
4.6,115.0,14.216666666666669,4.7,3.0,23.99,83.0,13.740103070968102,23.697000932023307,50.781068441165466,29.638247975199075,0,0,1,0,0,0
4.3,155.0,12.266666666666667,4.5,5.0,31.99,62.0,9.615397743571819,18.688360549179304,22.562623892117738,11.079316513508928,0,0,0,0,1,0
4.5,292.0,24.366666666666667,4.5,3.0,16.99,91.0,27.431565376723977,44.86726317116469,105.12664989589508,69.75739142218046,0,0,0,0,0,0
4.5,42.0,2.2666666666666666,4.5,7.0,17.99,88.0,16.296552898724528,31.15874176129873,31.160115043439028,16.296552898724528,0,0,0,0,1,0
4.3,46.0,2.1,4.4,4.0,21.99,83.0,7.113786608980126,11.1494747954535,13.251512821214806,8.925307759554338,0,0,0,0,0,1
4.3,91.0,7.3,4.3,4.0,23.99,89.0,6.447305727266914,9.881945122337394,9.881945122337394,6.447305727266914,0,0,0,0,0,0
4.5,47.0,5.75,4.5,3.0,25.99,88.0,10.125095258972696,16.44949355277256,28.345216084601436,18.399503767335474,1,0,0,0,0,0
4.7,369.0,60.11666666666667,4.7,3.0,19.99,84.0,12.815946921101467,21.962055806024846,95.27987640988678,65.60089727109023,0,0,0,0,0,1
4.4,36.0,2.783333333333333,4.4,3.0,17.99,69.0,12.527406533305417,21.13592854470379,21.975868857753532,13.10952825433845,0,0,0,1,0,0
4.4,70.0,11.1,4.5,3.0,16.99,85.0,10.68237702331614,21.956525717142668,55.16041322596984,30.644570304035057,0,0,0,0,0,1
4.4,131.0,11.433333333333334,3.7,3.0,16.99,84.0,10.705694700627927,19.27306506091028,68.71061325238652,36.89622736429299,0,0,0,0,0,1
4.5,149.0,14.05,4.6,3.0,17.986486486486488,88.0,17.294744859332198,32.12031529440655,74.04197764395026,44.791629228981385,0,1,0,0,0,0
4.5,62.0,2.833333333333333,4.5,3.0,21.99,32.0,12.218229488579212,31.037069771571012,56.76066674458646,27.68220607340738,1,0,0,0,0,0
4.3,85.0,6.933333333333334,4.2,6.0,17.99,89.0,10.144566643969542,17.864204445229667,106.40261620378516,48.42703450622569,0,0,0,0,0,1
4.2,78.0,7.183333333333334,4.2,3.0,17.99,91.0,10.34465172114819,15.692026730248891,18.13479058838488,11.674099571834692,0,0,0,0,0,0
4.5,45.0,8.3,4.5,3.0,16.99,90.0,8.448360500284249,16.70780946375362,28.761822484924366,13.727732553476791,0,0,0,0,0,1
4.4,97.0,10.983333333333333,4.4,3.0,16.99,77.0,27.725636706870972,48.41622978695331,67.43703318691857,33.14961147092951,0,0,0,0,1,0
4.5,150.0,19.8,4.1,4.0,16.99,37.0,8.18326947693415,18.061517908153387,73.25202190522936,49.30258411710624,0,0,0,0,0,0
4.6,360.0,55.95,4.6,3.0,24.99,76.0,37.012170332897504,53.21521602934501,65.84175433947827,48.599399361462574,0,0,0,0,0,1
4.5,114.0,25.53333333333333,4.5,3.0,25.99,58.0,10.176853833791917,17.03568053798701,20.05899248988968,13.513931662736733,0,0,0,0,0,1
4.6,43.0,6.25,4.7,4.0,16.986486486486488,80.0,34.67065207303505,51.997904254787244,106.06030744092381,79.89533186699725,0,0,0,0,0,1
4.7,490.0,40.61666666666667,4.7,3.0,17.986486486486488,32.0,18.115512275795652,30.02183595436561,82.53966870988467,54.92231456632991,0,0,0,0,0,1
4.6,186.0,18.23333333333333,4.6,4.0,21.99,32.0,8.067143230122719,17.835958115610484,31.038107835378987,20.602500717561036,0,0,0,0,0,0
4.0,19.0,4.666666666666667,4.0,5.0,17.99,43.0,6.965819767882616,10.033222835420892,23.97219000985439,9.193347427571485,0,0,0,0,1,0
4.6,160.0,15.566666666666666,4.4,3.0,17.99,92.0,16.304080175960582,30.739756872073745,54.30610334234578,33.044323666595545,0,0,0,0,0,1
4.4,39.0,4.416666666666667,4.5,3.0,16.99,89.0,9.431642272283664,14.792703976274135,46.463029927752636,26.011336279421663,0,1,0,0,0,0
4.3,25.0,1.7833333333333332,3.8,3.0,19.99,91.0,9.271559159881988,16.979213347925572,29.48912746893778,16.98961303203733,0,0,0,0,0,0
4.6,198.0,31.9,4.5,4.0,34.99,89.0,32.437037865763315,50.93764004377672,125.55704458979561,86.75635357241855,0,0,0,0,0,1
4.6,83.0,20.066666666666663,4.7,6.0,16.986486486486488,80.0,23.440774357346427,37.89630083430207,106.06030744092381,79.89538408685102,0,0,0,0,0,1
4.6,81.0,5.7,4.7,4.0,16.986486486486488,90.0,15.351689840736146,40.34001816815375,65.66048481520399,27.87615370559227,0,0,0,0,0,1
4.3,54.0,14.416666666666666,4.3,3.0,16.986486486486488,89.0,18.74734777300274,36.60599700671049,61.16189192072689,37.30691867337387,0,1,0,0,0,0
4.6,78.0,6.8,4.6,5.0,16.99,32.0,15.203161853778031,27.127426924364244,105.57178615711531,64.92867916874917,0,0,0,0,0,1
4.4,8.0,0.6833333333333333,4.4,3.0,16.99,92.0,30.47861979177852,40.03933630369969,40.03954422680376,30.47861979177852,1,0,0,0,0,0
4.5,44.0,27.73333333333333,4.5,3.0,16.99,77.0,5.8674643084426155,14.367803581291788,33.283748499122325,11.464921463860614,0,0,0,1,0,0
4.6,82.0,11.716666666666669,4.5,3.0,16.99,88.0,11.419091841580137,19.891916954952116,105.57178615711531,64.92867916874917,0,0,0,0,0,1
4.5,106.0,10.333333333333334,4.3,3.0,16.99,32.0,8.78070842816116,18.555712260115136,74.04197764395026,44.791629228981385,0,0,0,0,0,1
4.3,20.0,1.2666666666666666,4.3,6.0,17.99,89.0,17.199495207828182,27.14146147684546,29.562922286860836,18.395564463298722,0,0,0,0,1,0
4.4,18.0,0.8666666666666667,4.5,3.0,16.99,90.0,13.442369787152852,32.54848778135553,58.091512293959546,25.282658782740228,0,0,0,1,0,0
4.5,35.0,4.133333333333334,4.5,5.0,16.99,79.0,13.720653664737508,20.883710971190215,57.15358191558238,24.165522471921097,0,0,0,0,0,1
4.5,16.0,3.1,4.6,6.0,16.99,88.0,11.005506884524388,20.738247566592136,40.0097892707257,23.76093679112808,0,0,1,0,0,0
4.5,83.0,10.0,4.5,3.0,20.99,51.0,13.169381127751544,23.310226558243343,86.73052656935658,45.92157399089498,0,1,0,0,0,0
4.4,16.0,0.8,4.5,4.0,16.99,43.0,20.548960901593876,32.184159486169925,64.73079985073923,43.108074993925676,0,0,0,0,1,0
4.6,78.0,11.233333333333333,4.7,5.0,21.99,92.0,11.339289449053858,21.718874755593443,30.264694725125516,13.513931662736733,0,0,0,0,0,1
4.5,125.0,18.766666666666666,4.4,4.0,19.99,89.0,7.3925417917137155,12.450470673538849,30.63853490302898,9.669176254223279,1,0,0,0,0,0
4.4,97.0,14.7,4.3,4.0,17.99,90.0,9.2986239147912,14.077798166369632,27.54801528956019,18.0,0,0,0,0,0,0
4.5,695.0,66.86666666666666,4.6,3.0,21.99,88.0,16.545025476206327,43.46617355298077,62.76387634052442,25.1879172780486,0,0,0,0,0,1
4.5,124.0,16.183333333333334,4.4,3.0,21.99,92.0,6.534335077087573,11.439505903970316,11.55799313030426,6.7751689522733125,0,1,0,0,0,0
4.4,173.0,19.65,4.4,3.0,21.99,69.0,13.695819848163161,30.444852420617597,81.73646307666267,40.5557835172719,0,0,0,1,0,0
4.4,41.0,5.566666666666666,4.4,3.0,20.986486486486484,92.0,13.097880510973983,25.265960565646655,55.16424730959602,30.644570304035057,0,0,0,0,0,1
4.5,113.0,22.03333333333333,4.4,3.0,23.99,87.0,23.345753025354608,40.43239241142444,121.65428868465871,73.57456144728,0,0,0,0,0,1
4.5,41.0,1.85,4.4,3.0,17.99,92.0,21.958599826895906,54.362783621001384,96.81848649729758,50.98333429572432,0,0,0,0,0,0
4.4,208.0,8.583333333333334,4.4,3.0,17.99,88.0,10.922317710801408,18.51496232947945,20.450604852557543,14.027158166999318,0,0,0,0,0,0
4.5,115.0,8.883333333333333,4.6,3.0,21.99,89.0,17.58947373321851,38.01038497327923,69.49093268869323,29.160034773338833,0,0,0,0,1,0
4.4,80.0,5.116666666666666,4.5,3.0,17.99,89.0,10.61772281390967,19.648008094247004,20.873770350793908,12.295885110862889,0,0,0,0,1,0
4.5,128.0,16.716666666666665,4.5,4.0,20.99,92.0,11.1091070459642,19.420893633774533,45.41250342931761,29.75240665039779,0,0,0,0,0,0
4.5,55.0,7.783333333333333,4.6,3.0,19.99,84.0,10.31340824568741,20.321471776340523,26.012321575972898,11.019250039267874,0,0,0,0,0,0
4.7,179.0,20.95,4.6,3.0,17.99,86.0,8.123096200891359,18.163126244762527,40.10845566842381,24.100848784692587,0,0,0,0,0,1
3.9,114.0,11.466666666666669,3.9,7.0,21.99,72.0,15.401034393891953,34.047798975519456,106.42251558671175,44.20223707820438,1,0,0,0,0,0
4.0,61.0,10.833333333333334,4.1,3.0,19.99,85.0,6.197154434741126,15.283497093449185,17.81602731007838,6.495065288112264,0,0,0,0,0,1
4.5,21.0,0.95,4.5,3.0,46.99,78.0,7.087341061500754,10.653086015253,13.60998401823005,9.99666555493786,0,0,0,0,1,0
4.7,323.0,109.2,4.7,3.0,27.99,89.0,9.895580110479441,17.021886458645145,30.119155733416214,19.19376967989462,1,0,0,0,0,0
4.1,256.0,32.55,4.0,3.0,39.99,63.0,15.996092795937443,40.4491054036983,65.1156127828913,22.96971439176556,0,1,0,0,0,0
4.4,80.0,9.016666666666667,4.4,3.0,19.99,75.0,11.12528930779857,17.914200730266977,27.707846613016844,13.221071334937488,0,0,1,0,0,0
4.2,101.0,8.316666666666666,4.3,3.0,19.99,89.0,11.403733259707524,20.618194877671222,35.18325649973177,18.201440935707506,0,1,0,0,0,0
4.3,205.0,33.6,4.2,3.0,27.986486486486488,43.0,16.918875307842605,31.343729260029345,54.908497992755024,32.71159766555893,0,0,0,0,0,1
4.2,33.0,4.9,4.1,3.0,16.99,88.0,13.972736055636211,24.47714097215651,28.34687549484933,18.255612210288582,0,0,0,0,0,0
4.5,142.0,7.866666666666667,4.4,3.0,21.986486486486488,92.0,11.880763591817097,21.182832904322293,45.40991716698805,29.75240665039779,0,0,0,0,0,1
4.3,275.0,23.633333333333333,4.4,6.0,16.99,86.0,7.249504524205013,13.38865900164339,51.123371699863334,29.146700166937553,0,0,0,0,0,0
4.6,212.0,16.75,4.6,3.0,21.99,89.0,9.597337224450664,19.40497268637311,24.762551875640437,14.0,0,0,0,0,0,1
4.6,58.0,4.416666666666667,4.6,4.0,21.99,69.0,7.600138501631069,12.309099398421516,16.371515098581696,12.641068648632707,0,1,0,0,0,0
4.1,42.0,3.633333333333333,4.3,3.0,16.99,90.0,9.654893846056298,16.833436808391372,85.58584904516572,36.271608203051116,0,1,0,0,0,0
4.6,91.0,8.05,4.4,3.0,17.986486486486488,66.0,16.38145832307205,29.568260963687838,125.55704458979561,86.75635357241855,0,0,0,0,0,1
4.5,37.0,5.483333333333333,4.6,3.0,16.99,66.0,28.19716283513353,43.445344666040434,105.12664989589508,69.75732292089707,0,0,0,0,0,0
4.1,59.0,7.016666666666667,4.3,4.0,19.99,85.0,9.820116944087623,19.20642869216285,40.300035507032156,15.686610082690397,0,0,0,0,0,0
4.4,39.0,3.216666666666667,4.4,5.0,24.99,67.0,12.094166529909748,19.034103109951204,20.35290301418637,12.787471465132226,1,0,0,0,0,0
4.5,288.0,36.96666666666667,4.6,4.0,17.99,60.0,12.009252123942808,22.457367832836763,64.3830382396662,40.24660156742018,1,0,0,0,0,0
4.5,130.0,16.166666666666668,4.4,3.0,16.99,89.0,9.240433254923236,15.808925150196725,50.67952313018423,35.87249129587879,0,1,0,0,0,0
4.5,58.0,17.316666666666666,4.5,3.0,28.99,88.0,20.88065332678763,32.54439691726367,61.81517974568821,39.17193430483767,0,0,0,0,0,1
4.5,48.0,4.1,4.1,5.0,16.99,89.0,5.383212612087284,9.032802112280814,13.60998401823005,9.99666555493786,0,0,0,0,1,0
4.6,74.0,8.933333333333334,4.6,3.0,23.99,88.0,15.350275329547753,27.13014442269691,30.60867796081405,15.943813338821665,0,0,0,0,0,0
4.3,331.0,14.233333333333333,4.5,3.0,21.99,85.0,8.59523803433841,15.310562714789455,18.324366597685163,9.359901623141157,0,0,0,1,0,0
4.4,74.0,11.35,4.4,5.0,27.986486486486488,80.0,15.256335269787762,26.267456265039847,41.87072875421971,24.249140863033364,0,0,0,0,0,1
4.4,116.0,14.1,4.5,7.0,29.99,86.0,16.023403251298866,25.113616205444583,36.991719598209585,25.909448310169118,1,0,0,0,0,0
4.5,100.0,9.916666666666666,4.6,3.0,16.99,84.0,13.846972886023412,23.699968547258965,76.86821783426342,57.80632985038968,0,0,0,0,0,1
3.8,32.0,4.683333333333334,3.4,3.0,19.986486486486484,72.0,4.805895533705333,6.767899452107008,13.209619556721254,5.026525695313479,0,0,0,0,0,1
4.5,82.0,16.05,4.3,3.0,17.99,84.0,7.126935967201603,17.301428819363547,40.0097892707257,23.76093679112808,0,0,1,0,0,0
4.5,88.0,8.083333333333334,4.4,3.0,20.99,69.0,10.809388270030357,18.091101921449763,45.41250342931761,29.75240665039779,0,0,0,0,0,0
4.6,60.0,7.366666666666666,4.5,3.0,21.986486486486488,86.0,12.091887192025029,23.68036853425713,125.54824787858878,86.75635357241855,0,0,0,0,0,1
4.6,18.0,4.433333333333334,4.6,3.0,19.99,76.0,15.796912284514312,24.14038098519945,40.823952678778426,21.682775659835045,0,0,1,0,0,0
4.4,96.0,12.15,4.5,3.0,23.986486486486488,87.0,12.112370382828418,21.965510697820772,34.30039467227986,21.341359826940376,0,0,0,0,0,1
4.5,220.0,21.883333333333333,4.4,3.0,20.986486486486484,81.0,24.849225847544965,39.87796137635287,99.63023441938006,66.07727404541723,0,0,0,0,0,1
4.1,34.0,2.6666666666666665,4.4,3.0,19.99,92.0,6.51868391517377,12.70747075276468,21.732292806101587,8.247473974122567,0,0,0,0,0,0
3.8,459.0,29.2,3.8,4.0,21.99,92.0,9.004113346093702,15.508493437319588,18.317415016366446,9.633390670534585,0,1,0,0,0,0
3.9,92.0,6.7,3.6,3.0,16.99,84.0,6.374311087929094,10.128345691060822,32.71346663272001,13.923047181583815,0,1,0,0,0,0
4.5,243.0,91.85,4.5,3.0,16.99,92.0,13.841755488059265,25.12682222371991,49.74173494677841,31.635179535867017,0,0,0,0,0,0
4.4,46.0,5.916666666666667,4.8,4.0,34.99,58.0,9.72941085875234,18.698853199711692,36.1447362451823,22.707059846847557,0,0,1,0,0,0
4.5,43.0,6.383333333333334,4.4,3.0,54.99,88.0,14.527494404639485,25.824258576950573,40.733749652355634,19.087317403063135,0,0,0,0,1,0
4.6,116.0,5.283333333333333,4.4,3.0,20.99,89.0,17.821276581834717,32.085060157050684,89.10692866930691,59.85483425018576,0,0,0,0,1,0
4.5,121.0,19.25,4.5,3.0,19.99,64.0,7.894446772968115,14.771347046949622,52.86198814673767,27.904436116686327,1,0,0,0,0,0
4.5,388.0,38.36666666666667,4.7,3.0,21.99,88.0,18.445664774126147,35.770661439140305,116.31730407156998,77.35402282010755,0,0,0,0,0,1
4.5,60.0,7.216666666666667,4.5,4.0,19.99,71.0,22.62074999278763,46.22261344316035,87.98075508911616,63.43082553315144,0,1,0,0,0,0
4.2,46.0,6.016666666666667,4.2,5.0,16.99,56.0,10.08592622039689,15.696086763219258,19.4376708076649,13.249614323649972,0,1,0,0,0,0
4.3,40.0,9.216666666666669,4.6,6.0,64.9864864864865,88.0,5.383212612087284,11.610157571388855,62.375367633572274,29.620782215676275,0,1,0,0,0,0
4.4,152.0,9.8,4.4,3.0,16.99,89.0,9.012328782536258,20.04406948934857,52.70753828557343,22.34043485951911,0,0,0,0,0,1
4.7,48.0,4.516666666666667,4.7,3.0,20.99,88.0,13.021660143052864,27.40629262119751,27.62379450524659,13.566657074758401,0,0,0,0,0,0
4.3,57.0,5.05,4.2,3.0,16.99,64.0,8.797967850318951,12.454769869555097,62.375367633572274,29.620782215676275,0,1,0,0,0,0
4.5,34.0,2.533333333333333,4.4,3.0,21.986486486486488,92.0,20.56473685566312,34.157287398383914,76.86821783426342,57.80632985038968,0,0,0,0,0,1
4.3,141.0,16.4,4.4,3.0,19.99,66.0,11.111807363777396,19.332111165970602,44.21724516973065,20.995463872847328,1,0,0,0,0,0
4.5,43.0,3.9166666666666665,4.6,3.0,17.99,81.0,11.106405414766723,20.00832986352037,26.540935901002243,12.653572186604576,0,1,0,0,0,0
4.5,39.0,5.616666666666667,4.5,4.0,25.99,89.0,15.992183682195291,28.910943601125787,61.81517974568821,39.17193430483767,0,0,0,0,0,1
3.9,189.0,26.78333333333333,3.5,6.0,34.99,87.0,8.358678392762464,14.879026991526903,32.71346663272001,13.923047181583815,0,1,0,0,0,0
4.5,668.0,48.81666666666667,4.4,3.0,25.986486486486488,77.0,12.815946921101467,25.44329318680316,39.88906763466062,18.89321443933734,0,0,0,0,0,1
4.5,114.0,15.266666666666667,4.5,7.0,17.99,32.0,10.531274856342874,17.40877700494811,17.40877700494811,10.531274856342874,0,0,0,0,0,0
4.8,324.0,20.48333333333333,4.9,3.0,16.99,74.0,7.818845511285542,22.270086645659582,29.73695965923745,19.10285859465298,0,0,0,0,0,1
4.5,75.0,4.566666666666666,4.5,3.0,16.986486486486488,84.0,10.112072614043532,22.442155945980513,35.91311351225813,21.710391647707514,0,1,0,0,0,0
4.6,67.0,5.416666666666667,4.7,3.0,19.986486486486484,72.0,19.287412483552952,37.12013544094457,67.96891601227783,46.445266467106194,0,1,0,0,0,0
4.5,28.0,0.6333333333333333,4.6,5.0,16.99,88.0,12.478362567331654,24.070970481636706,28.451440856189073,13.10952825433845,0,0,1,0,0,0
4.4,196.0,11.183333333333334,4.5,3.0,19.99,84.0,10.835003029954361,25.00799744136446,67.43703318691857,33.14961147092951,0,0,0,0,1,0
4.3,63.0,2.9166666666666665,4.3,3.0,20.99,58.0,13.63871609246285,24.24517210013711,50.293210524036446,23.412835386463453,0,0,0,1,0,0
4.3,38.0,2.15,4.3,5.0,17.99,32.0,11.281966694287041,24.564179916482306,43.52308634938425,19.275756829808536,0,0,0,0,1,0
4.6,17.0,1.05,4.6,4.0,16.99,89.0,15.708254277210658,27.23166007769553,27.229412387961688,15.708254277210658,1,0,0,0,0,0
4.4,43.0,4.75,4.4,3.0,17.99,86.0,9.676301663032051,17.427454785703823,25.52643676303301,13.182821240285662,0,0,0,0,1,0
4.6,89.0,11.1,4.6,3.0,23.99,86.0,19.038702274850134,35.43670530750377,73.95309908514103,46.54379809871459,0,0,0,0,0,1
4.5,98.0,10.866666666666667,4.6,3.0,17.99,89.0,8.99588289055083,20.749866936776748,38.464294776825135,24.2531083272506,0,0,0,0,1,0
4.7,392.0,36.55,4.7,3.0,21.99,74.0,16.148359669431326,22.924769953456618,50.62131406380341,34.06935094922971,1,0,0,0,0,0
4.4,58.0,4.566666666666666,4.4,3.0,16.99,43.0,27.56425745037382,56.055323727739676,68.42026348098435,31.248095883981307,0,0,0,0,0,0
4.1,106.0,33.85,4.2,4.0,23.99,83.0,9.20516408251589,15.831566438721621,35.81749194616933,13.572088082974533,1,0,0,0,0,0
4.7,42.0,1.6833333333333331,4.6,5.0,16.99,92.0,13.955641915672837,25.717352661820872,53.612219683695756,35.918798461138664,0,0,0,0,1,0
4.5,46.0,2.05,4.6,3.0,17.99,86.0,6.398827910357771,10.464734295560827,10.611805998633743,6.825624196557115,0,0,1,0,0,0
4.5,51.0,6.25,4.4,3.0,16.99,88.0,10.809388270030357,18.091101921449763,45.41250342931761,29.75240665039779,0,0,0,0,0,0
4.4,97.0,6.433333333333334,4.4,3.0,51.99,83.0,19.14478494200561,26.891655441147343,27.053392289952406,19.200101272613974,0,0,0,0,0,0
4.5,97.0,7.116666666666666,4.5,3.0,16.99,92.0,13.399806932690192,19.89949579120292,21.103046062639233,14.216036897307399,0,0,0,0,0,1
4.5,74.0,8.15,4.7,3.0,16.99,84.0,9.647736768677241,17.96391949549198,36.45688284478766,23.320037776977777,0,1,0,0,0,0
4.5,211.0,17.9,4.6,3.0,16.99,43.0,13.600980321491178,25.14317843204156,105.13491350034136,69.75732292089707,0,0,0,0,0,1
4.4,218.0,13.866666666666667,4.4,7.0,21.99,92.0,8.208082453158825,13.092048862602509,15.434688768911034,9.936261267216437,0,0,1,0,0,0
4.2,11.0,3.5166666666666666,4.3,3.0,149.99,84.0,9.669176254223279,14.703819946068135,32.226260999015814,18.721705472008882,0,0,0,0,0,0
4.7,107.0,15.233333333333333,4.6,6.0,21.986486486486488,92.0,10.036533037850248,14.997036451567643,17.56249762540969,11.95352393402767,0,1,0,0,0,0
4.5,157.0,18.666666666666668,4.6,3.0,17.99,74.0,21.90871264294042,31.177956706743302,73.25202190522936,49.30258411710624,0,0,0,0,0,0
4.5,226.0,14.816666666666666,4.5,3.0,19.986486486486484,62.0,12.004627844654687,16.650295034556546,16.718549434225952,12.004627844654687,0,0,0,0,0,1
4.6,128.0,24.433333333333334,4.6,3.0,16.99,80.0,13.766536577971975,24.812463385074146,25.149504158060278,13.984677112893136,1,0,0,0,0,0
4.4,257.0,6.766666666666667,4.4,5.0,16.99,89.0,15.689318873986286,23.564482626970506,33.16840755264794,24.999466655288483,0,0,0,0,0,0
4.0,70.0,4.433333333333334,4.1,4.0,16.99,82.0,6.502957234256935,20.88523945768994,33.775919732102615,10.939056921223433,0,1,0,0,0,0
4.5,18.0,31.066666666666663,4.5,5.0,16.99,58.0,5.9720926198264,8.252371525139433,9.989989983299926,5.9720926198264,0,1,0,0,0,0
4.7,107.0,12.316666666666666,4.7,3.0,19.99,69.0,8.866337510786458,13.5303387185049,17.56249762540969,11.95352393402767,0,1,0,0,0,0
4.6,54.0,4.2,4.5,4.0,21.99,87.0,15.273501343643318,25.311827701495677,65.84175433947827,48.599399361462574,0,0,0,0,0,1
4.7,59.0,3.15,4.6,4.0,16.99,81.0,9.089639216563759,16.860449276870334,31.612847950801946,22.521296708299875,0,0,0,0,0,0
4.5,89.0,9.65,4.5,3.0,21.99,48.0,16.966485297167583,27.096136484394577,59.55739113320537,34.81122859572216,0,0,0,0,0,1
4.3,27.0,5.9,4.3,3.0,16.986486486486488,88.0,9.799333565676578,15.274930108978467,16.58026395948239,10.800822982552909,0,0,0,0,0,1
4.4,27.0,3.633333333333333,4.4,4.0,16.99,49.0,7.10719366117256,12.894611454533829,32.02016957612691,19.773272784286704,0,0,0,0,0,1
4.0,124.0,6.483333333333333,3.7,3.0,27.986486486486488,85.0,6.291194551556288,9.42038731854684,68.73637415912197,37.52904416583062,0,1,0,0,0,0
